"table_name","field_sequence","column_name","column_description"
"lab_chemical_properties","16","manganese_kcl_extractable","The KCl extractable manganese approximates the exchangeable or plant available fraction. It is reported as milligrams per kilogram on a <2 mm base."
"lab_chemical_properties","182","manganese_mehlich3_extractable","The manganese extracted by the Mehlich III solution."
"lab_chemical_properties","52","manganese_na_pyro_phosphate","Sodium pyrophosphate extractable manganese is the fraction extracted by 0.1M sodium pyrophosphate. It was originally considered the portion associated with organic compounds, although subsequent evidence indicates other forms are also removed."
"lab_chemical_properties","154","manganese_water_extractable","The manganese extracted by the water solution."
"lab_chemical_properties","170","mehlich_3_extractable_method","mehlich_3_extractable analysis method"
"lab_chemical_properties","113","melanic_index","Melanic index is an absorbance ratio for melanic Andisols."
"lab_chemical_properties","114","melanic_index_method","melanic_index analysis method"
"lab_chemical_properties","6","mg_nh4_ph_7","NH4OAC extractable magnesium is the fraction removed by pH 7.0 NH4OAC. It is assumed to represent the exchangeable Mg if MgCO3 is not present. It is reported as meq per 100 grams on a <2 mm base."
"lab_chemical_properties","7","mg_nh4_ph_7_method","mg_nh4_ph_7 analysis method"
"lab_chemical_properties","77","mg_satx","Magnesium in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
"lab_chemical_properties","78","mg_satx_method","mg_satx analysis method"
"lab_chemical_properties","45","mn_ammonium_oxalate_method","mn_ammonium_oxalate analysis method"
"lab_chemical_properties","53","mn_na_pyro_phosphate_method","mn_na_pyro_phosphate analysis method"
"lab_chemical_properties","183","molybdenum_mehlich3_extractabl","The molybdenum extracted by the Mehlich III solution."
"lab_chemical_properties","155","molybdenum_water_extractable","The molybdenum extracted by the water solution."
"lab_chemical_properties","8","na_nh4_ph_7","NH4OAC extractable sodium is the fraction removed by pH 7.0 NH4OAC. It is assumed to represent the exchangeable Na. It is reported as meq per 100 grams on a <2 mm base."
"lab_chemical_properties","9","na_nh4_ph_7_method","na_nh4_ph_7 analysis method"
"lab_chemical_properties","81","na_satx","Sodium in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
"lab_chemical_properties","82","na_satx_method","na_satx analysis method"
"lab_chemical_properties","116","new_zealand_phos_retent_method","new_zealand_phos_retent analysis method"
"lab_chemical_properties","115","new_zealand_phosphorus_retent","The New Zealand phosphorus retention is the gravimetric percent phosphorus removed from a solution by equilibration with a sample. It is reported on a <2 mm base. High P retention indicates andic material."
"lab_chemical_properties","184","nickel_mehlich3_extractable","The nickel extracted by the Mehlich III solution."
"lab_chemical_properties","156","nickel_water_extractable","The nickel extracted by the water solution."
"lab_chemical_properties","134","nitrate_1m_kcl","The nitrate nitrogen is the fraction in NO3 form. It is extracted by 1M KCl and represents the soluble NO3 that may be subject to leaching."
"lab_chemical_properties","135","nitrate_1m_kcl_method","nitrate_1m_kcl analysis method"
"lab_chemical_properties","157","nitrate_n_water_extractable","The Nitrate_(NO3) N extracted by the Water solution."
"lab_chemical_properties","158","nitrate_water_extractable","Nitrate in the water extract. It is reported as meq per liter of extract."
"lab_chemical_properties","159","nitrite_water_extractable","Nitrite in the water extract. It is reported as meq per liter of extract."
"lab_chemical_properties","103","no2_satx","Nitrite in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
"lab_chemical_properties","104","no2_satx_method","no2_satx analysis method"
"lab_chemical_properties","105","no3_satx","Nitrate in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
"lab_chemical_properties","106","no3_satx_method","no3_satx analysis method"
"lab_chemical_properties","99","oac_satx","The acetate anion in the saturation extract."
"lab_chemical_properties","100","oac_satx_method","oac_satx analysis method"
"lab_chemical_properties","29","oc_walkley_black_method","oc_walkley_black analysis method"
"lab_chemical_properties","28","organic_carbon_walkley_black","Organic carbon is a measure of all organic forms of carbon in the soil, including organic carbon within minerals."
"lab_chemical_properties","56","ph_cacl2","The pH, 1:2 soil-CaCl2 is the pH of a sample measured in 0.01M CaCl2 at a 1:2 soil:solution ratio."
"lab_chemical_properties","57","ph_cacl2_method","ph_cacl2 analysis method"
"lab_chemical_properties","58","ph_h2o","The pH, 1:1 soil-water suspension is the pH of a sample measured in distilled water at a 1:1 soil:solution ratio. If wider ratios increase the pH, salts are indicated."
"lab_chemical_properties","59","ph_h2o_method","ph_h2o analysis method"
"lab_chemical_properties","54","ph_kcl","The pH, 1:1 soil-KCl suspension is the pH of a sample measured in 1.0N KCl at a 1:1 soil:solution ratio. If the pH in KCl < pH in water, Al+++ is indicated."
"lab_chemical_properties","55","ph_kcl_method","ph_kcl analysis method"
"lab_chemical_properties","65","ph_naf","The pH, 1:50 soil-NaF suspension is the pH of a sample measured in 1.0N NaF at a 1:50 soil:solution ratio. If PH_NAF is > 9.4, andic materials are indicated."
"lab_chemical_properties","66","ph_naf_method","ph_naf analysis method"
"lab_chemical_properties","62","ph_oxidized","The oxidized pH is the pH of a sample measured after incubation while saturated with distilled water. It is normally used to indicate the acid producing potential of acid sulfate materials."
"lab_chemical_properties","63","ph_oxidized_initial","ph_oxidized_initial"
"lab_chemical_properties","64","ph_oxidized_method","ph_oxidized analysis method"
"lab_chemical_properties","60","ph_saturated_paste","The pH, saturated paste is the pH of the solution extracted from the saturated paste sample. It is used as an indicator of the irrigated pH of soils with soluble salts."
"lab_chemical_properties","61","ph_saturated_paste_method","ph_saturated_paste analysis method"
"lab_chemical_properties","67","ph_water_extract","The pH, water extract is the pH of the solution extracted from the sample with water. It is used as an indicator of the irrigated pH of soils with water."
"lab_chemical_properties","68","ph_water_extract_method","ph_water_extract analysis method"
"lab_chemical_properties","161","phosphate_water_extractable","PO4 in the water extract. It is reported as meq per liter of extract."
"lab_chemical_properties","118","phosphorous_nh4_oxalate_method","phosphorous_nh4_oxalate analysis method"
"lab_chemical_properties","117","phosphorus_ammonium_oxalate","Phosphorus extracted with ammonium oxalate"
"lab_chemical_properties","120","phosphorus_anion_resin_24_hr","phosphorus_anion_resin_24_hr"
"lab_chemical_properties","207","phosphorus_anion_resin_capacit","Anion Exchange Resin Capacity is calculated by adding the reading at 1 hour and the reading at 24 hours."
"lab_chemical_properties","121","phosphorus_anion_resin_method","phosphorus_anion_resin analysis method"
"lab_chemical_properties","119","phosphorus_anion_resin_one_hr","phosphorus_anion_resin_one_hr"
"lab_chemical_properties","122","phosphorus_bray1","This is the phosphorus extractable by the Bray-1 method, reported as milligrams per kilogram on a <2 mm base. It is used as an index of plant-available phosphorus. Bray-1 extracts adsorbed P."
"lab_chemical_properties","123","phosphorus_bray1_method","phosphorus_bray1 analysis method"
"lab_chemical_properties","124","phosphorus_bray2","This is the phosphorus extractable by the Bray-2  method, reported as milligrams per kilogram on a <2 mm base. Bray-2 extracts both adsorbed and easily acid-soluble forms of P."
"lab_chemical_properties","125","phosphorus_bray2_method","phosphorus_bray2 analysis method"
"lab_chemical_properties","126","phosphorus_citric_acid","The water soluble phosphorus is the fraction extracted by distilled water. It represents an attempt to approximate the P concentration in the soil solution, i.e. the mobile P."
"lab_chemical_properties","127","phosphorus_citric_acid_method","phosphorus_citric_acid analysis method"
"lab_chemical_properties","128","phosphorus_mehlich_3","The phosphorus extracted by the Mehlich III solution."
"lab_chemical_properties","129","phosphorus_mehlich_3_method","phosphorus_mehlich_3 analysis method"
"lab_chemical_properties","185","phosphorus_mehlich3_extractabl","The phosphorus extracted by the Mehlich III solution."
"lab_chemical_properties","130","phosphorus_olsen","The Olsen extractable phosphorus is used as an indicator of available phosphorus in calcareous soil materials (pH >6)."
"lab_chemical_properties","131","phosphorus_olsen_method","phosphorus_olsen analysis method"
"lab_chemical_properties","132","phosphorus_water","The water soluble phosphorus is the fraction extracted by distilled water. It represents an attempt to approximate the P concentration in the soil solution, i.e. the mobile P."
"lab_chemical_properties","160","phosphorus_water_extractable","The water soluble phosphorus is the fraction extracted by distilled water. It represents an attempt to approximate the P concentration in the soil solution, i.e. the mobile P."
"lab_chemical_properties","133","phosphorus_water_method","phosphorus_water analysis method"
"lab_chemical_properties","95","po4_satx","PO4 in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
"lab_chemical_properties","96","po4_satx_method","po4_satx analysis method"
"lab_chemical_properties","186","potassium_mehlich3_extractable","The potassium extracted by the Mehlich III solution."
"lab_chemical_properties","162","potassium_water_extractable","The potassium extracted by the water solution."
"lab_chemical_properties","3","prep_code","A character string containing the Soil Survey Laboratory code used to identify the type of sample preparation."
"lab_chemical_properties","73","resistivity_saturated_paste","Resistivity is the electrical resistance of a saturated soil paste in a standard resistance cup, reported as ohms per centimeter on the <2 mm fraction. It is a measure of the amount of soluble salts in the sample."
"lab_chemical_properties","74","resistivity_sp_method","resistivity_sp analysis method"
"lab_chemical_properties","2","result_source_key","Foreign key to the pedon or layer table depending on the result_type"
"lab_chemical_properties","187","selenium_mehlich3_extractable","The selenium extracted by the Mehlich III solution."
"lab_chemical_properties","163","selenium_water_extractable","The selenium extracted by the water solution."
"lab_chemical_properties","42","silica_ammonium_oxalate","The amount of ammonium oxalate extractable silica relates to the amount of allophane and imogolite in andic materials. It is reported as a gravimetric percent on a <2 mm base."
"lab_chemical_properties","43","silica_ammonium_oxalate_method","silica_ammonium_oxalate analysis method"
"lab_chemical_properties","188","silicon_mehlich3_extractable","The silicon extracted by the Mehlich III solution."
"lab_chemical_properties","164","silicon_water_extractable","The silicon extracted by the water solution."
"lab_chemical_properties","101","so4_satx","Sulfate in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
"lab_chemical_properties","102","so4_satx_method","so4_satx analysis method"
"lab_chemical_properties","206","sodium_absorption_ratio","The sodium absorption ratio is calculated by NA_SATX/sqrt((CA_SATX+MG_SATX)/2). It is approximately equal to the exchangeable sodium percentage. CMS derived value default"
"lab_chemical_properties","189","sodium_mehlich3_extractable","The sodium extracted by the Mehlich III solution."
"lab_chemical_properties","165","sodium_water_extractable","The sodium extracted by the Water solution."
"lab_chemical_properties","190","strontium_mehlich3_extractable","The strontium extracted by the Mehlich III solution."
"lab_chemical_properties","166","strontium_water_extractable","The strontium extracted by the water solution."
"lab_chemical_properties","167","sulfate_water_extractable","Sulfate in the water extract. It is reported as meq per liter of extract."
"lab_chemical_properties","193","sum_of_cations_cec_pH_8_2","This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base."
"lab_chemical_properties","192","sum_of_nh4_ph_7_Ext_bases","The sum of NH4OAC extractable bases is calculated as (CA_NH4+MG_NH4+NA_NH4+K_NH4). It is reported as meq per 100 grams on a <2 mm base."
"lab_chemical_properties","22","total_carbon_ncs","Total carbon is a measure of all organic and inorganic carbon, including that found in carbonate minerals."
"lab_chemical_properties","23","total_carbon_ncs_method","total_carbon_ncs analysis method"
"lab_chemical_properties","204","total_estimated_salts_satx","The total estimated salt content of a sample is calculated from the electrical conductivity. It is reported as gravimetric percent on a <2 mm base."
"lab_chemical_properties","24","total_nitrogen_ncs","Total nitrogen is a measure of all organic and inorganic nitrogen, including that found in nitrogen minerals."
"lab_chemical_properties","25","total_nitrogen_ncs_method","total_nitrogen_ncs analysis method"
"lab_chemical_properties","26","total_sulfur_ncs","Total sulfur is the sum of organic and inorganic forms, reported as a gravimetric percent on a <2 mm base."
"lab_chemical_properties","27","total_sulfur_ncs_method","total_sulfur_ncs analysis method"
"lab_chemical_properties","168","vanadium_water_extractable","The vanadium extracted by the water solution."
"lab_chemical_properties","136","water_extract_method","The method using water to extract cations and anions.  Used to mimic the soil solution."
"lab_chemical_properties","191","zinc_mehlich3_extractable","The zinc extracted by the Mehlich III solution."
"lab_chemical_properties","169","zinc_water_extractable","The zinc extracted by the water solution."
"lab_combine_nasis_ncss","28","corr_class_type","corr_class_type"
"lab_combine_nasis_ncss","29","corr_classdate","corr_classdate"
"lab_combine_nasis_ncss","30","corr_classification_name","corr_classification_name"
"lab_combine_nasis_ncss","27","corr_name","corr_name"
"lab_combine_nasis_ncss","44","corr_osdtypelocflag","corr_osdtypelocflag"
"lab_combine_nasis_ncss","37","corr_taxceactcl","corr_taxceactcl"
"lab_combine_nasis_ncss","77","corr_taxfamhahatmatcl","corr_taxfamhahatmatcl"
"lab_combine_nasis_ncss","33","corr_taxgrtgroup","corr_taxgrtgroup"
"lab_combine_nasis_ncss","42","corr_taxminalogy","corr_taxminalogy"
"lab_combine_nasis_ncss","40","corr_taxmoistscl","corr_taxmoistscl"
"lab_combine_nasis_ncss","31","corr_taxorder","corr_taxorder"
"lab_combine_nasis_ncss","43","corr_taxother","corr_taxother"
"lab_combine_nasis_ncss","35","corr_taxpartsize","corr_taxpartsize"
"lab_combine_nasis_ncss","36","corr_taxpartsizemod","corr_taxpartsizemod"
"lab_combine_nasis_ncss","38","corr_taxreaction","corr_taxreaction"
"lab_combine_nasis_ncss","34","corr_taxsubgrp","corr_taxsubgrp"
"lab_combine_nasis_ncss","32","corr_taxsuborder","corr_taxsuborder"
"lab_combine_nasis_ncss","39","corr_taxtempcl","corr_taxtempcl"
"lab_combine_nasis_ncss","41","corr_taxtempregime","corr_taxtempregime"
"lab_combine_nasis_ncss","68","country_key","country key"
"lab_combine_nasis_ncss","70","county_key","county key"
"lab_combine_nasis_ncss","6","labdatadescflag","labdatadescflag"
"lab_combine_nasis_ncss","66","latitude_decimal_degrees","latitude_decimal_degrees"
"lab_combine_nasis_ncss","67","longitude_decimal_degrees","longitude_decimal_degrees"
"lab_combine_nasis_ncss","71","mlra_key","mlra key"
"lab_combine_nasis_ncss","74","nforest_key","nforest key"
"lab_combine_nasis_ncss","75","note","note"
"lab_combine_nasis_ncss","73","npark_key","npark key"
"lab_combine_nasis_ncss","3","pedlabsampnum","An identifier for the pedon sample that is assigned by the Kellogg Soil Survey Laboratory. This identifier is used to link the morphological pedon description with the associated measured property values from the laboratory."
"lab_combine_nasis_ncss","79","pedobjupdate","pedobjupdate"
"lab_combine_nasis_ncss","1","pedon_key","An integer number that uniquely identifies a particular pedon"
"lab_combine_nasis_ncss","4","pedoniid","pedoniid"
"lab_combine_nasis_ncss","7","priority","priority"
"lab_combine_nasis_ncss","8","priority2","priority2"
"lab_combine_nasis_ncss","10","samp_class_type","samp_class_type"
"lab_combine_nasis_ncss","11","samp_classdate","samp_classdate"
"lab_combine_nasis_ncss","12","samp_classification_name","samp_classification_name"
"lab_combine_nasis_ncss","9","samp_name","samp_name"
"lab_combine_nasis_ncss","26","samp_osdtypelocflag","samp_osdtypelocflag"
"lab_combine_nasis_ncss","19","samp_taxceactcl","samp_taxceactcl"
"lab_combine_nasis_ncss","76","samp_taxfamhahatmatcl","samp_taxfamhahatmatcl"
"lab_combine_nasis_ncss","15","samp_taxgrtgroup","samp_taxgrtgroup"
"lab_combine_nasis_ncss","24","samp_taxminalogy","samp_taxminalogy"
"lab_combine_nasis_ncss","22","samp_taxmoistscl","samp_taxmoistscl"
"lab_combine_nasis_ncss","13","samp_taxorder","samp_taxorder"
"lab_combine_nasis_ncss","25","samp_taxother","samp_taxother"
"lab_combine_nasis_ncss","17","samp_taxpartsize","samp_taxpartsize"
"lab_combine_nasis_ncss","18","samp_taxpartsizemod","samp_taxpartsizemod"
"lab_combine_nasis_ncss","20","samp_taxreaction","samp_taxreaction"
"lab_combine_nasis_ncss","16","samp_taxsubgrp","samp_taxsubgrp"
"lab_combine_nasis_ncss","14","samp_taxsuborder","samp_taxsuborder"
"lab_combine_nasis_ncss","21","samp_taxtempcl","samp_taxtempcl"
"lab_combine_nasis_ncss","23","samp_taxtempregime","samp_taxtempregime"
"lab_combine_nasis_ncss","2","site_key","An integer number that uniquely identifies a particular site"
"lab_combine_nasis_ncss","65","site_obsdate","site_obsdate"
"lab_combine_nasis_ncss","63","siteiid","siteiid"
"lab_combine_nasis_ncss","80","siteobjupdate","siteobjupdate"
"lab_combine_nasis_ncss","72","ssa_key","ssa key"
"lab_combine_nasis_ncss","46","SSL_class_type","SSL_class_type"
"lab_combine_nasis_ncss","47","SSL_classdate","SSL_classdate"
"lab_combine_nasis_ncss","48","SSL_classification_name","SSL_classification_name"
"lab_combine_nasis_ncss","45","SSL_name","SSL_name"
"lab_combine_nasis_ncss","62","SSL_osdtypelocflag","SSL_osdtypelocflag"
"lab_combine_nasis_ncss","55","SSL_taxceactcl","SSL_taxceactcl"
"lab_combine_nasis_ncss","78","SSL_taxfamhahatmatcl","SSL_taxfamhahatmatcl"
"lab_combine_nasis_ncss","51","SSL_taxgrtgroup","SSL_taxgrtgroup"
"lab_combine_nasis_ncss","60","SSL_taxminalogy","SSL_taxminalogy"
"lab_combine_nasis_ncss","58","SSL_taxmoistscl","SSL_taxmoistscl"
"lab_combine_nasis_ncss","49","SSL_taxorder","SSL_taxorder"
"lab_combine_nasis_ncss","61","SSL_taxother","SSL_taxother"
"lab_combine_nasis_ncss","53","SSL_taxpartsize","SSL_taxpartsize"
"lab_combine_nasis_ncss","54","SSL_taxpartsizemod","SSL_taxpartsizemod"
"lab_combine_nasis_ncss","56","SSL_taxreaction","SSL_taxreaction"
"lab_combine_nasis_ncss","52","SSL_taxsubgrp","SSL_taxsubgrp"
"lab_combine_nasis_ncss","50","SSL_taxsuborder","SSL_taxsuborder"
"lab_combine_nasis_ncss","57","SSL_taxtempcl","SSL_taxtempcl"
"lab_combine_nasis_ncss","59","SSL_taxtempregime","SSL_taxtempregime"
"lab_combine_nasis_ncss","69","state_key","state key"
"lab_combine_nasis_ncss","5","upedonid","upedonid"
"lab_combine_nasis_ncss","64","usiteid","usiteid"
"lab_dd_domain_detail","5","choice","A character string that represents a member of a domain. This value must be unique for every member of a given domain."
"lab_dd_domain_detail","7","choice_desc","choice_desc"
"lab_dd_domain_detail","3","choice_inactive","choice_inactive"
"lab_dd_domain_detail","6","choice_label","A character string containing the longer label corresonding to a member (choice) of a domain in the LIMS system. This value is not stored in the LIMS database. In addition to to hopefully making it clearer as to what a choice in a particular domain represents, this mixed case string is often more suitable for representing a domain choice in a hard copy report."
"lab_dd_domain_detail","4","choice_sequence","Specifies the sequence in which the members of a domain should be ordered or displayed."
"lab_dd_domain_detail","1","domain_detail_key","domain_detail key"
"lab_dd_domain_detail","2","domain_key","An integer number that uniquely identifies a domain in the LIMS system."
"lab_dd_domain_master","3","domain_count","domain_count"
"lab_dd_domain_master","7","domain_description","domain_description"
"lab_dd_domain_master","1","domain_key","An integer number that uniquely identifies a domain in the LIMS system."
"lab_dd_domain_master","5","domain_max_len","domain_max_len"
"lab_dd_domain_master","4","domain_min_len","domain_min_len"
"lab_dd_domain_master","2","domain_name","The name of the domain to which a column's values are restricted. A domain is a finite list of character strings that a column's value may assume."
"lab_dd_domain_master","6","domain_order_method","domain_order analysis method"
"lab_dd_domain_master","8","source_domain_id","source_domain_id"
"lab_dd_table","4","table_audit_flag","table_audit_flag"
"lab_dd_table","5","table_desc","table_desc"
"lab_dd_table","1","table_key","An integer number that uniquely identifies each table in the LIMS database."
"lab_dd_table","3","table_label","A descriptive label associated with a database table. For SSURGO, every table's label must be unique, making a table's label a suitable alias for identifying a table. For SSURGO, table labels are typically mixed case character strings with embedded blanks."
"lab_dd_table","2","table_name","The logical name of a particular database table."
"lab_dd_table_column","7","column_data_type","A character string containing the physical data type of a column in the LIMS database."
"lab_dd_table_column","14","column_default","A character string containing the default value of a column."
"lab_dd_table_column","18","column_desc","column_desc"
"lab_dd_table_column","8","column_field_size","The default display width of a column in spreadsheet view and reports, in characters."
"lab_dd_table_column","1","column_key","An integer number that uniquely identifies a particular table column in the LIMS database."
"lab_dd_table_column","6","column_label","The column label."
"lab_dd_table_column","11","column_max","column_max"
"lab_dd_table_column","10","column_min","column_min"
"lab_dd_table_column","5","column_name","A character string containing the physical name of a column in the LIMS database."
"lab_dd_table_column","12","column_not_null","A Boolean value that indicates whether or not a value is always required for a column in the LIMS database."
"lab_dd_table_column","9","column_precision","The number of digits to the right of the decimal place when a number is displayed in the LIMS system."
"lab_dd_table_column","3","column_seq","column_seq"
"lab_dd_table_column","4","column_type","A character string from a choice list, containing the kinds of columns that denote the type of handling that should be used for that column on a data entry form."
"lab_dd_table_column","13","column_unique","A Boolean value that indicates if the corresponding column should be unique."
"lab_dd_table_column","15","domain_key","An integer number that uniquely identifies a domain in the LIMS system."
"lab_dd_table_column","17","foreign_column_name","A character string containing the physical name of a column in the LIMS database, in this case a column corresponding to a particular foreign key column in another table."
"lab_dd_table_column","16","foreign_table_name","A character string containing the physical name of a table in the LIMS database, in this case the table corresponding to a particular foreign key."
"lab_dd_table_column","2","table_key","An integer number that uniquely identifies each table in the LIMS database."
"lab_layer","12","hzn_bot","The bottom (lower) depth of the layer."
"lab_layer","14","hzn_desgn","The concatenation of three kinds of symbols (four data elements) used in various combinations to designate layers within the soil. (SSM)"
"lab_layer","13","hzn_desgn_old","Horizon designation originally entered in the database"
"lab_layer","19","hzn_desgn_other","The portion of the horizon designation that did not parse into the regular fields"
"lab_layer","15","hzn_discontinuity","One of four kinds of symbols, when concatenated, are used to distinguish different kinds of layers in soils.  A discontinuity is a significant change in particle-size distribution or mineralogy that indicates a difference in the material from which the horizons formed and/or a significant difference in age, unless that difference in age is indicated by the suffix ""b"". (SSM)"
"lab_layer","16","hzn_master","One of four kinds of symbols, that when concatenated, are used to distinguish different kinds of layers in soils.  Master horizons and layers are the base symbols to which other characters are added to complete the designations.  Capital letters, virgiles (/), and ampersands (&) are used. (SSM)"
"lab_layer","17","hzn_prime","A character used to indicate that this horizon has an identical horizon designation as some overlying horizon.  The two horizons in question are separated by at least one other horizon."
"lab_layer","11","hzn_top","The top (upper) depth of the layer."
"lab_layer","18","hzn_vert_subdvn","This is the end of the horizon designation. One of the four kinds of symbols, when concatenated, are used to distinguish different kinds of layers in soils. Vertical subdivisions, the last of the four pieces, are used to subdivide a horizon or layer designated by a single letter or combination of letters or numbers or letters and numbers."
"lab_layer","2","labsampnum","A unique identifier number for the pedon assigned by the laboratory. This number is used to link the morphological pedon description with the associated measured property values from the laboratory."
"lab_layer","8","layer_field_label_1","The label assigned in the field to the layer."
"lab_layer","9","layer_field_label_2","A second label assigned in the field to the layer."
"lab_layer","10","layer_field_label_3","A third label assigned in the field to the layer."
"lab_layer","1","layer_key","An integer number that uniquely identifies a particular layer"
"lab_layer","6","layer_sequence","The horizon layer number is a sequential number (starting at 1 for the top horizon) for horizons in a pedon. It is used to order data in reports."
"lab_layer","7","layer_type","The layer type indicates whether the layer is a horizon, layer or non-layer reporting type.  The intent is to allow flexible reporting of data for pedons, projects or other data groupings."
"lab_layer","20","non_hzn_desgn","A string entered into the horizon field that is not a horizon designation"
"lab_layer","5","pedon_key","An integer number that uniquely identifies a particular pedon"
"lab_layer","3","project_key","An integer number that uniquely identifies a particular project"
"lab_layer","4","site_key","An integer number that uniquely identifies a particular site"
"lab_layer","21","stratified_textures_flag","A Boolean flag that when set (Y) indicates that the textures that comprise a particular texture group, are stratified."
"lab_layer","22","texture_description","The full texture description for a horizon, using full texture class and in lieu of names rather than abbreviations."
"lab_major_tr_elements_oxides","5","aluminum_major_element","Aluminum_Major_Element is the total AL measured after total dissolution of a size fraction of soil material. It is stored as percent of the element and reported as  percent oxide on the base of the size fraction used."
"lab_major_tr_elements_oxides","41","aluminum_oxide_total","aluminum_oxide_total"
"lab_major_tr_elements_oxides","32","antimony_trace_element","Antimony_Trace_Element is the total Sb measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","19","arsenic_trace_element","Arsenic_Trace_Element is the total As measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","20","barium_trace_element","Barium_Trace_Element is the total Ba measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","21","beryllium_trace_element","Beryllium_Trace_Element is the total Be measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","22","cadmium_trace_element","Cadmium_Trace_Element is the total Cd measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","6","calcium_major_element","Calcium_Major Element is the total Ca measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","24","chromium_trace_element","Chromium_Trace_Element is the total Cr measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","23","cobalt_trace_element","Cobalt_Trace_Element is the total Co measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","25","copper_trace_element","Copper_Trace_Element is the total Cu measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","7","iron_major_element","Iron_Major_Element is the total Fe measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","40","iron_oxide_total","iron_oxide_total"
"lab_major_tr_elements_oxides","1","labsampnum","A unique identifier number for the pedon assigned by the laboratory. This number is used to link the morphological pedon description with the associated measured property values from the laboratory."
"lab_major_tr_elements_oxides","0","layer_key","An integer number that uniquely identifies a particular layer"
"lab_major_tr_elements_oxides","31","lead_trace_element","Lead_Trace_Element is the total Pb measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","9","magnesium_major_element","Magnesium_Major_Element is the total Mg measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","4","major_element_method","major_element analysis method"
"lab_major_tr_elements_oxides","10","manganese_major_element","Manganese_Major_Element is the total Mn measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","27","manganese_trace_element","Manganese_Trace_Element is the total Mn measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","26","mercury_trace_element","Mercury_Trace_Element is the total Hg measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","28","molybdenum_trace_element","Molybdenum_Trace_Element is the total Mo measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","29","nickel_trace_element","Nickel_Trace_Element is the total Ni measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","12","phosphorus_major_element","Phosphorus_Major_Element is the total P measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","30","phosphorus_trace_element","Phosphorus_Trace_Element is the total P measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","8","potassium_major_element","Potassium_Major_Element is the total K measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","42","potassium_oxide_total","potassium_oxide_total"
"lab_major_tr_elements_oxides","3","prep_code","A character string containing the Soil Survey Laboratory code used to identify the type of sample preparation."
"lab_major_tr_elements_oxides","2","result_source_key","Foreign key to the pedon or layer table depending on the result_type"
"lab_major_tr_elements_oxides","33","selenium_trace_element","Selenium_Trace_Element is the total Se measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
